city,state_name_x,state_id,county,lat,lng,city_population,county_fips,county_population,density,pct_men,pct_women,pct_hispanic,pct_white,pct_black,pct_native,pct_asian,pct_pacific,pct_voters,pct_poverty,pct_child_poverty,pct_unemployed,pct_professional,pct_service,pct_office,pct_construction,pct_production,pct_drive,pct_carpool,pct_transit,pct_walk,pct_other_transportation,pct_work_at_home,pct_private_work,pct_public_work,pct_self_employed,pct_family_work,avg_income,income_error,income_per_cap,income_per_cap_err,mean_commute,covid_cases_per_100k,covid_deaths_per_100k,covid_case_to_death_pct,LTM_mean_temp,LTM_mean_percipitation,LTM_min_temp,LTM_max_temp,cvap,foreignborn_pct,age29andunder_pct,age65andolder_pct,clf_unemploy_pct,lesshs_pct,lesscollege_pct,lesshs_whites_pct,lesscollege_whites_pct,rural_pct,ruralurban_cc,rep_pct,dem_pct,crime_per_100,avg_propty_tax,size_feature,diversity_feature,education_feature,wealth_feature,home_price_feature,urban_feature,political_feature,weather_feature,covid_feature,profession_feature,transportation_feature,poverty_feature,age_feature
Santee,California,CA,San Diego County,-0.783638006,-1.112011848,-0.26963994,-1.020155406,0.730569753,-0.169456213,1.249671303,-1.249671303,0.572608973,-0.448718773,-0.594055683,-0.051860732,0.690367592,0.7723825,-0.227854523,-0.269433768,-0.367565731,0.243628342,0.439479091,0.598415746,-0.432555815,-0.286503577,-0.887604877,-0.127107523,-0.324836456,-0.169465284,0.240752491,0.218253573,1.354535407,-0.65899547,0.244306476,1.02806167,0.652987536,0.51648646,-0.677227328,0.275168609,-1.108496135,-0.030251635,0.96936159,-0.331845175,-0.688320967,0.517835399,-0.939831303,0.253007245,0.752458157,0.820840414,0.632992188,0.19903468,-0.24156011,0.157354223,0.062636532,-0.375552093,-0.686347772,-0.542504957,-0.503656394,-0.709361204,-0.28623526,0.211475258,-1.122384912,0.322843472,-0.26963994,0.852271672,0.151802248,0.275168609,0.322843472,-0.709361204,0.211475258,0.752458157,0.813305506,-0.65899547,-0.083427366,-0.348334828,-0.227916313
Dallas,Texas,TX,Dallas County,-0.795286387,0.081307311,2.907402552,1.443845013,0.415772619,-0.067963337,0.10888532,-0.10888532,0.912433797,-1.241252946,0.904834472,-0.212720789,-0.123337966,-0.600089319,-1.812019578,0.655281391,1.004371746,-0.397410636,-0.591958422,-0.139165165,0.107421179,1.084531133,0.39476361,0.176348837,0.853556217,-0.218486672,-0.564820284,0.033364443,-0.405663127,0.874409115,-1.041647709,0.219940146,0.652987536,-0.592237909,-1.051608683,-0.314918371,-0.873596725,0.285633114,0.96936159,-0.331845175,-0.688320967,0.749658982,0.594602622,0.788731101,0.689091674,0.310225986,0.643727971,0.865215413,-1.205288046,-0.391343042,1.470039509,0.3185912,-0.148089002,-0.714138171,-0.811730097,-0.709361204,-0.426189703,0.520153246,0.387184915,1.491092801,2.907402552,1.118958684,-1.065271475,-0.314918371,1.491092801,-0.709361204,0.520153246,0.689091674,0.813305506,0.874409115,-0.312665069,0.931619248,-1.050424863
Garland,Texas,TX,Dallas County,-0.773346717,0.089316323,0.179787708,1.443845013,0.415772619,-0.010391355,0.10888532,-0.10888532,0.912433797,-1.241252946,0.904834472,-0.212720789,-0.123337966,-0.600089319,-1.812019578,0.655281391,1.004371746,-0.397410636,-0.591958422,-0.139165165,0.107421179,1.084531133,0.39476361,0.176348837,0.853556217,-0.218486672,-0.564820284,0.033364443,-0.405663127,0.874409115,-1.041647709,0.219940146,0.652987536,-0.592237909,-1.051608683,-0.314918371,-0.873596725,0.285633114,0.96936159,-0.331845175,-0.688320967,0.749658982,0.594602622,0.788731101,0.689091674,0.310225986,0.643727971,0.865215413,-1.205288046,-0.391343042,1.470039509,0.3185912,-0.148089002,-0.714138171,-0.811730097,-0.709361204,-0.426189703,0.520153246,0.053023619,1.491092801,0.179787708,1.118958684,-1.065271475,-0.314918371,1.491092801,-0.709361204,0.520153246,0.689091674,0.813305506,0.874409115,-0.312665069,0.931619248,-1.050424863
Irving,Texas,TX,Dallas County,-0.78307255,0.069267234,0.179466418,1.443845013,0.415772619,-0.154618073,0.10888532,-0.10888532,0.912433797,-1.241252946,0.904834472,-0.212720789,-0.123337966,-0.600089319,-1.812019578,0.655281391,1.004371746,-0.397410636,-0.591958422,-0.139165165,0.107421179,1.084531133,0.39476361,0.176348837,0.853556217,-0.218486672,-0.564820284,0.033364443,-0.405663127,0.874409115,-1.041647709,0.219940146,0.652987536,-0.592237909,-1.051608683,-0.314918371,-0.873596725,0.285633114,0.96936159,-0.331845175,-0.688320967,0.749658982,0.594602622,0.788731101,0.689091674,0.310225986,0.643727971,0.865215413,-1.205288046,-0.391343042,1.470039509,0.3185912,-0.148089002,-0.714138171,-0.811730097,-0.709361204,-0.426189703,0.520153246,-0.388143419,1.491092801,0.179466418,1.118958684,-1.065271475,-0.314918371,1.491092801,-0.709361204,0.520153246,0.689091674,0.813305506,0.874409115,-0.312665069,0.931619248,-1.050424863
Grand Prairie,Texas,TX,Dallas County,-0.815341206,0.066274921,0.06762048,1.443845013,0.415772619,-0.357010299,0.10888532,-0.10888532,0.912433797,-1.241252946,0.904834472,-0.212720789,-0.123337966,-0.600089319,-1.812019578,0.655281391,1.004371746,-0.397410636,-0.591958422,-0.139165165,0.107421179,1.084531133,0.39476361,0.176348837,0.853556217,-0.218486672,-0.564820284,0.033364443,-0.405663127,0.874409115,-1.041647709,0.219940146,0.652987536,-0.592237909,-1.051608683,-0.314918371,-0.873596725,0.285633114,0.96936159,-0.331845175,-0.688320967,0.749658982,0.594602622,0.788731101,0.689091674,0.310225986,0.643727971,0.865215413,-1.205288046,-0.391343042,1.470039509,0.3185912,-0.148089002,-0.714138171,-0.811730097,-0.709361204,-0.426189703,0.520153246,-0.629824118,1.491092801,0.06762048,1.118958684,-1.065271475,-0.314918371,1.491092801,-0.709361204,0.520153246,0.689091674,0.813305506,0.874409115,-0.312665069,0.931619248,-1.050424863
Mesquite,Texas,TX,Dallas County,-0.801185972,0.091771554,-0.064864622,1.443845013,0.415772619,-0.290535433,0.10888532,-0.10888532,0.912433797,-1.241252946,0.904834472,-0.212720789,-0.123337966,-0.600089319,-1.812019578,0.655281391,1.004371746,-0.397410636,-0.591958422,-0.139165165,0.107421179,1.084531133,0.39476361,0.176348837,0.853556217,-0.218486672,-0.564820284,0.033364443,-0.405663127,0.874409115,-1.041647709,0.219940146,0.652987536,-0.592237909,-1.051608683,-0.314918371,-0.873596725,0.285633114,0.96936159,-0.331845175,-0.688320967,0.749658982,0.594602622,0.788731101,0.689091674,0.310225986,0.643727971,0.865215413,-1.205288046,-0.391343042,1.470039509,0.3185912,-0.148089002,-0.714138171,-0.811730097,-0.709361204,-0.426189703,0.520153246,0.682035095,1.491092801,-0.064864622,1.118958684,-1.065271475,-0.314918371,1.491092801,-0.709361204,0.520153246,0.689091674,0.813305506,0.874409115,-0.312665069,0.931619248,-1.050424863
Mesquite,Texas,TX,Starr County,-1.999932592,-0.049404248,-0.064864622,1.462248822,-0.655336494,0.587288915,-0.678317458,0.678317458,4.179136946,-2.707441166,-0.998928311,-0.373580847,-0.996222109,-0.600089319,-3.735644713,4.291093267,3.556175453,4.463801609,-2.245084299,4.829800973,-3.083351966,3.334434247,0.103316226,-1.012188571,6.0160384,-0.610657778,1.161407091,-1.075970332,0.181069718,-2.994488606,2.337133875,1.3166765,13.73139504,-2.323957913,1.271635614,-2.478094056,1.718838583,-0.577785199,-0.735441422,-0.592066437,-0.33097552,1.798384718,-0.397602493,1.748569677,1.78744405,-0.694592948,1.445917811,2.378249136,-0.736435588,3.217467043,6.426505214,2.398260306,10.79971126,1.326280892,1.906476807,3.400243789,-1.566916065,1.793809322,0.682035095,-0.680188652,-0.064864622,-3.438848415,-5.16653634,-2.478094056,-0.680188652,3.400243789,1.793809322,1.78744405,-0.782015141,-2.994488606,-0.231757644,3.790533067,-1.896972565
Carrollton,Texas,TX,Dallas County,-0.758456392,0.073416339,-0.069038919,1.443845013,0.415772619,-0.103574872,0.10888532,-0.10888532,0.912433797,-1.241252946,0.904834472,-0.212720789,-0.123337966,-0.600089319,-1.812019578,0.655281391,1.004371746,-0.397410636,-0.591958422,-0.139165165,0.107421179,1.084531133,0.39476361,0.176348837,0.853556217,-0.218486672,-0.564820284,0.033364443,-0.405663127,0.874409115,-1.041647709,0.219940146,0.652987536,-0.592237909,-1.051608683,-0.314918371,-0.873596725,0.285633114,0.96936159,-0.331845175,-0.688320967,0.749658982,0.594602622,0.788731101,0.689091674,0.310225986,0.643727971,0.865215413,-1.205288046,-0.391343042,1.470039509,0.3185912,-0.148089002,-0.714138171,-0.811730097,-0.709361204,-0.426189703,0.520153246,-0.650493754,1.491092801,-0.069038919,1.118958684,-1.065271475,-0.314918371,1.491092801,-0.709361204,0.520153246,0.689091674,0.813305506,0.874409115,-0.312665069,0.931619248,-1.050424863
Richardson,Texas,TX,Dallas County,-0.761717185,0.084665548,-0.113339845,1.443845013,0.415772619,-0.000894945,0.10888532,-0.10888532,0.912433797,-1.241252946,0.904834472,-0.212720789,-0.123337966,-0.600089319,-1.812019578,0.655281391,1.004371746,-0.397410636,-0.591958422,-0.139165165,0.107421179,1.084531133,0.39476361,0.176348837,0.853556217,-0.218486672,-0.564820284,0.033364443,-0.405663127,0.874409115,-1.041647709,0.219940146,0.652987536,-0.592237909,-1.051608683,-0.314918371,-0.873596725,0.285633114,0.96936159,-0.331845175,-0.688320967,0.749658982,0.594602622,0.788731101,0.689091674,0.310225986,0.643727971,0.865215413,-1.205288046,-0.391343042,1.470039509,0.3185912,-0.148089002,-0.714138171,-0.811730097,-0.709361204,-0.426189703,0.520153246,-0.781702582,1.491092801,-0.113339845,1.118958684,-1.065271475,-0.314918371,1.491092801,-0.709361204,0.520153246,0.689091674,0.813305506,0.874409115,-0.312665069,0.931619248,-1.050424863
Rowlett,Texas,TX,Dallas County,-0.772272352,0.094138256,-0.24675916,1.443845013,0.415772619,-0.235337553,0.10888532,-0.10888532,0.912433797,-1.241252946,0.904834472,-0.212720789,-0.123337966,-0.600089319,-1.812019578,0.655281391,1.004371746,-0.397410636,-0.591958422,-0.139165165,0.107421179,1.084531133,0.39476361,0.176348837,0.853556217,-0.218486672,-0.564820284,0.033364443,-0.405663127,0.874409115,-1.041647709,0.219940146,0.652987536,-0.592237909,-1.051608683,-0.314918371,-0.873596725,0.285633114,0.96936159,-0.331845175,-0.688320967,0.749658982,0.594602622,0.788731101,0.689091674,0.310225986,0.643727971,0.865215413,-1.205288046,-0.391343042,1.470039509,0.3185912,-0.148089002,-0.714138171,-0.811730097,-0.709361204,-0.426189703,0.520153246,-1.125577209,1.491092801,-0.24675916,1.118958684,-1.065271475,-0.314918371,1.491092801,-0.709361204,0.520153246,0.689091674,0.813305506,0.874409115,-0.312665069,0.931619248,-1.050424863
DeSoto,Texas,TX,Dallas County,-0.831927898,0.075576471,-0.282227088,1.443845013,0.415772619,-0.412801705,0.10888532,-0.10888532,0.912433797,-1.241252946,0.904834472,-0.212720789,-0.123337966,-0.600089319,-1.812019578,0.655281391,1.004371746,-0.397410636,-0.591958422,-0.139165165,0.107421179,1.084531133,0.39476361,0.176348837,0.853556217,-0.218486672,-0.564820284,0.033364443,-0.405663127,0.874409115,-1.041647709,0.219940146,0.652987536,-0.592237909,-1.051608683,-0.314918371,-0.873596725,0.285633114,-1.307325919,-0.910769321,-0.482968155,0.749658982,0.594602622,0.788731101,0.689091674,0.310225986,0.643727971,0.865215413,-1.205288046,-0.391343042,1.470039509,0.3185912,-0.148089002,-0.714138171,-0.811730097,-0.709361204,-0.426189703,0.520153246,-0.206170966,1.491092801,-0.282227088,1.118958684,-1.065271475,-0.314918371,1.491092801,-0.709361204,0.520153246,0.689091674,-1.36241453,0.874409115,-0.312665069,0.931619248,-1.050424863
San Jose,California,CA,Santa Clara County,0.054461153,-1.399055541,2.112140988,-1.019452076,0.139909172,0.342756372,1.385527019,-1.385527019,0.172492648,-1.12237282,-0.792184841,-0.212720789,4.152314873,0.429264545,-1.301039068,-1.257197688,-1.382799464,-0.504250465,1.96544144,-1.148486411,-2.59246379,-0.743515147,-1.033328569,-0.240903658,0.572986533,0.042960732,-0.219574809,1.050254654,-0.079700436,0.968772474,-0.991218133,-0.068674684,-0.654853215,2.880941512,-0.175972292,2.13888165,-0.143273104,0.454104979,-1.307325919,-0.910769321,-0.482968155,0.065227449,-0.924128749,-0.059498337,0.182159807,0.091949681,1.97500344,-0.393790612,-0.39815804,-0.444111973,-0.049804324,-1.660541864,-0.889708367,-1.501494641,-0.765041086,-0.709361204,-1.448012455,1.349418618,-0.430878002,1.355233034,2.112140988,1.143479941,0.87210966,2.13888165,1.355233034,-0.709361204,1.349418618,0.182159807,-1.36241453,0.968772474,-0.016004512,-1.371248946,0.114189663
Sunnyvale,California,CA,Santa Clara County,0.069860389,-1.409502079,-0.03578542,-1.019452076,0.139909172,0.614591092,1.385527019,-1.385527019,0.172492648,-1.12237282,-0.792184841,-0.212720789,4.152314873,0.429264545,-1.301039068,-1.257197688,-1.382799464,-0.504250465,1.96544144,-1.148486411,-2.59246379,-0.743515147,-1.033328569,-0.240903658,0.572986533,0.042960732,-0.219574809,1.050254654,-0.079700436,0.968772474,-0.991218133,-0.068674684,-0.654853215,2.880941512,-0.175972292,2.13888165,-0.143273104,0.454104979,-1.307325919,-0.910769321,-0.482968155,0.065227449,-0.924128749,-0.059498337,0.182159807,0.091949681,1.97500344,-0.393790612,-0.39815804,-0.444111973,-0.049804324,-1.660541864,-0.889708367,-1.501494641,-0.765041086,-0.709361204,-1.448012455,1.349418618,-1.108055544,1.355233034,-0.03578542,1.143479941,0.87210966,2.13888165,1.355233034,-0.709361204,1.349418618,0.182159807,-1.36241453,0.968772474,-0.016004512,-1.371248946,0.114189663
Santa Clara,California,CA,Santa Clara County,0.066260323,-1.406102527,-0.090992901,-1.019452076,0.139909172,0.665040767,1.385527019,-1.385527019,0.172492648,-1.12237282,-0.792184841,-0.212720789,4.152314873,0.429264545,-1.301039068,-1.257197688,-1.382799464,-0.504250465,1.96544144,-1.148486411,-2.59246379,-0.743515147,-1.033328569,-0.240903658,0.572986533,0.042960732,-0.219574809,1.050254654,-0.079700436,0.968772474,-0.991218133,-0.068674684,-0.654853215,2.880941512,-0.175972292,2.13888165,-0.143273104,0.454104979,-1.307325919,-0.910769321,-0.482968155,0.065227449,-0.924128749,-0.059498337,0.182159807,0.091949681,1.97500344,-0.393790612,-0.39815804,-0.444111973,-0.049804324,-1.660541864,-0.889708367,-1.501494641,-0.765041086,-0.709361204,-1.448012455,1.349418618,-0.181417773,1.355233034,-0.090992901,1.143479941,0.87210966,2.13888165,1.355233034,-0.709361204,1.349418618,0.182159807,-1.36241453,0.968772474,-0.016004512,-1.371248946,0.114189663
Milpitas,California,CA,Santa Clara County,0.079341191,-1.401622911,-0.205097753,-1.019452076,0.139909172,0.439501043,1.385527019,-1.385527019,0.172492648,-1.12237282,-0.792184841,-0.212720789,4.152314873,0.429264545,-1.301039068,-1.257197688,-1.382799464,-0.504250465,1.96544144,-1.148486411,-2.59246379,-0.743515147,-1.033328569,-0.240903658,0.572986533,0.042960732,-0.219574809,1.050254654,-0.079700436,0.968772474,-0.991218133,-0.068674684,-0.654853215,2.880941512,-0.175972292,2.13888165,-0.143273104,0.454104979,-1.307325919,-0.910769321,-0.482968155,0.065227449,-0.924128749,-0.059498337,0.182159807,0.091949681,1.97500344,-0.393790612,-0.39815804,-0.444111973,-0.049804324,-1.660541864,-0.889708367,-1.501494641,-0.765041086,-0.709361204,-1.448012455,1.349418618,-0.386670769,1.355233034,-0.205097753,1.143479941,0.87210966,2.13888165,1.355233034,-0.709361204,1.349418618,0.182159807,-1.36241453,0.968772474,-0.016004512,-1.371248946,0.114189663
Mountain View,California,CA,Santa Clara County,0.072951545,-1.412689158,-0.208698671,-1.019452076,0.139909172,0.607468785,1.385527019,-1.385527019,0.172492648,-1.12237282,-0.792184841,-0.212720789,4.152314873,0.429264545,-1.301039068,-1.257197688,-1.382799464,-0.504250465,1.96544144,-1.148486411,-2.59246379,-0.743515147,-1.033328569,-0.240903658,0.572986533,0.042960732,-0.219574809,1.050254654,-0.079700436,0.968772474,-0.991218133,-0.068674684,-0.654853215,2.880941512,-0.175972292,2.13888165,-0.143273104,0.454104979,-1.307325919,-0.910769321,-0.482968155,0.065227449,-0.924128749,-0.059498337,0.182159807,0.091949681,1.97500344,-0.393790612,-0.39815804,-0.444111973,-0.049804324,-1.660541864,-0.889708367,-1.501494641,-0.765041086,-0.709361204,-1.448012455,1.349418618,-0.414027804,1.355233034,-0.208698671,1.143479941,0.87210966,2.13888165,1.355233034,-0.709361204,1.349418618,0.182159807,-1.36241453,0.968772474,-0.016004512,-1.371248946,0.114189663
Mountain View,California,CA,Contra Costa County,0.187795539,-1.414890603,-0.208698671,-1.023672058,-0.199030162,0.674537177,-0.405632186,0.405632186,0.128644283,-0.513112175,-0.283940478,-0.212720789,1.326537391,1.115500455,-0.400130481,-1.005002644,-1.012376345,0.136788512,0.679676868,-0.022705021,-0.383466997,-0.181039369,-1.033328569,-1.125984706,1.246353774,1.007048033,-0.449738459,-0.059080121,0.898187639,-0.61181379,0.042588172,1.374399466,0.652987536,1.684431692,-0.250848563,1.386195813,-0.151814901,2.370472453,-0.945324864,-0.883781293,-0.667607643,0.308090251,-1.264187179,0.241846332,0.361698177,-0.198725202,0.713107358,-0.69064339,0.234238581,0.086523246,-0.383785106,-0.760288789,-0.988975903,-0.786925124,-0.799397452,-0.709361204,-1.136074743,1.056751803,-0.414027804,0.658023522,-0.208698671,1.1387797,0.621242829,1.386195813,0.658023522,-0.709361204,1.056751803,0.361698177,-1.029187595,-0.61181379,0.72564688,-1.02503186,0.558713352
Palo Alto,California,CA,Santa Clara County,0.071311725,-1.416655301,-0.251640294,-1.019452076,0.139909172,-0.345733313,1.385527019,-1.385527019,0.172492648,-1.12237282,-0.792184841,-0.212720789,4.152314873,0.429264545,-1.301039068,-1.257197688,-1.382799464,-0.504250465,1.96544144,-1.148486411,-2.59246379,-0.743515147,-1.033328569,-0.240903658,0.572986533,0.042960732,-0.219574809,1.050254654,-0.079700436,0.968772474,-0.991218133,-0.068674684,-0.654853215,2.880941512,-0.175972292,2.13888165,-0.143273104,0.454104979,-1.307325919,-0.910769321,-0.482968155,0.065227449,-0.924128749,-0.059498337,0.182159807,0.091949681,1.97500344,-0.393790612,-0.39815804,-0.444111973,-0.049804324,-1.660541864,-0.889708367,-1.501494641,-0.765041086,-0.709361204,-1.448012455,1.349418618,-0.444125733,1.355233034,-0.251640294,1.143479941,0.87210966,2.13888165,1.355233034,-0.709361204,1.349418618,0.182159807,-1.36241453,0.968772474,-0.016004512,-1.371248946,0.114189663
Cupertino,California,CA,Santa Clara County,0.057269582,-1.410735596,-0.266686545,-1.019452076,0.139909172,0.227018882,1.385527019,-1.385527019,0.172492648,-1.12237282,-0.792184841,-0.212720789,4.152314873,0.429264545,-1.301039068,-1.257197688,-1.382799464,-0.504250465,1.96544144,-1.148486411,-2.59246379,-0.743515147,-1.033328569,-0.240903658,0.572986533,0.042960732,-0.219574809,1.050254654,-0.079700436,0.968772474,-0.991218133,-0.068674684,-0.654853215,2.880941512,-0.175972292,2.13888165,-0.143273104,0.454104979,-1.307325919,-0.910769321,-0.482968155,0.065227449,-0.924128749,-0.059498337,0.182159807,0.091949681,1.97500344,-0.393790612,-0.39815804,-0.444111973,-0.049804324,-1.660541864,-0.889708367,-1.501494641,-0.765041086,-0.709361204,-1.448012455,1.349418618,-1.117336493,1.355233034,-0.266686545,1.143479941,0.87210966,2.13888165,1.355233034,-0.709361204,1.349418618,0.182159807,-1.36241453,0.968772474,-0.016004512,-1.371248946,0.114189663
Gilroy,California,CA,Santa Clara County,-0.001556629,-1.383527383,-0.267289581,-1.019452076,0.139909172,-0.155805124,1.385527019,-1.385527019,0.172492648,-1.12237282,-0.792184841,-0.212720789,4.152314873,0.429264545,-1.301039068,-1.257197688,-1.382799464,-0.504250465,1.96544144,-1.148486411,-2.59246379,-0.743515147,-1.033328569,-0.240903658,0.572986533,0.042960732,-0.219574809,1.050254654,-0.079700436,0.968772474,-0.991218133,-0.068674684,-0.654853215,2.880941512,-0.175972292,2.13888165,-0.143273104,0.454104979,0.005469017,-0.522182394,-0.592242846,0.065227449,-0.924128749,-0.059498337,0.182159807,0.091949681,1.97500344,-0.393790612,-0.39815804,-0.444111973,-0.049804324,-1.660541864,-0.889708367,-1.501494641,-0.765041086,-0.709361204,-1.448012455,1.349418618,0.195168746,1.355233034,-0.267289581,1.143479941,0.87210966,2.13888165,1.355233034,-0.709361204,1.349418618,0.182159807,-0.097133315,0.968772474,-0.016004512,-1.371248946,0.114189663
Austin,Texas,TX,Travis County,-1.26521753,0.023113607,2.006147468,1.463772704,-0.176260852,-0.272729666,1.413011825,-1.413011825,0.600014201,-0.295165277,-0.318397723,-0.212720789,-0.078954026,-0.600089319,-0.335012656,-0.143336246,-0.13433636,-1.145289442,1.301365233,-0.876746076,-0.874355174,-0.110729896,-1.412210167,-0.316767748,0.124075039,-0.153124821,-0.334656634,0.310698137,2.267230943,-0.682586309,0.420809992,0.73944684,-0.654853215,0.370199162,-0.398521208,0.856157332,-0.143273104,-0.114487568,0.005469017,-0.522182394,-0.592242846,1.036678657,-0.097781857,0.933822979,1.111534895,-0.177375002,0.077965003,0.518855252,-1.594572966,-1.111264978,-0.232392963,-1.389794029,-1.316964908,-1.774240628,-0.247811836,-0.709361204,-0.971462613,0.867877511,0.49678774,1.716446045,2.006147468,0.667475527,0.847167628,0.856157332,1.716446045,-0.709361204,0.867877511,1.111534895,-0.097133315,-0.682586309,-0.204788503,-0.138506291,-0.965011456
Pflugerville,Texas,TX,Travis County,-1.236643183,0.031966604,-0.251600751,1.463772704,-0.176260852,-0.372441965,1.413011825,-1.413011825,0.600014201,-0.295165277,-0.318397723,-0.212720789,-0.078954026,-0.600089319,-0.335012656,-0.143336246,-0.13433636,-1.145289442,1.301365233,-0.876746076,-0.874355174,-0.110729896,-1.412210167,-0.316767748,0.124075039,-0.153124821,-0.334656634,0.310698137,2.267230943,-0.682586309,0.420809992,0.73944684,-0.654853215,0.370199162,-0.398521208,0.856157332,-0.143273104,-0.114487568,0.895520789,-0.141416584,-0.529125832,1.036678657,-0.097781857,0.933822979,1.111534895,-0.177375002,0.077965003,0.518855252,-1.594572966,-1.111264978,-0.232392963,-1.389794029,-1.316964908,-1.774240628,-0.247811836,-0.709361204,-0.971462613,0.867877511,-1.144440688,1.716446045,-0.251600751,0.667475527,0.847167628,0.856157332,1.716446045,-0.709361204,0.867877511,1.111534895,0.783639524,-0.682586309,-0.204788503,-0.138506291,-0.965011456
Jacksonville,Florida,FL,Duval County,-1.259223702,0.971995599,1.83956857,-0.670951922,-0.290112135,-0.69472636,-0.807469246,0.807469246,-0.764766142,-0.057405025,1.525064881,-0.212720789,-0.330463017,-0.256971364,0.747025075,0.29800508,0.620229252,0.403888086,-0.224597116,0.093755123,1.580085707,-0.216194105,-0.333854849,0.416585121,-0.044266772,-0.365550837,-0.449738459,0.033364443,-0.079700436,0.827227435,-0.461707586,-0.876796208,-0.654853215,-0.744538804,-0.835299456,-0.473098075,-0.361088921,-0.282959434,0.292103429,-0.488470698,-0.648932975,1.323698333,1.12848945,1.458385921,1.143218137,-0.249462825,-0.641913725,-0.031376942,-0.237169922,0.531293576,-0.358442998,0.481024198,0.867018932,0.674804871,-0.549187194,-0.709361204,0.610900589,-0.395658082,0.523355855,-0.308249831,1.83956857,0.530355161,-0.023380258,-0.473098075,-0.308249831,-0.709361204,-0.395658082,1.143218137,0.169130566,0.827227435,-0.407057064,0.548682168,-0.069868909
Fort Worth,Texas,TX,Tarrant County,-0.797642452,0.047010798,1.834818423,1.462952152,0.171089259,-0.370661388,-0.259778935,0.259778935,0.287594604,-0.344698663,0.344904242,-0.132290761,-0.256489784,0.086146591,-0.759184119,-0.227401261,-0.052020111,-0.664510209,-0.224597116,-0.721465884,0.647398172,0.205662729,0.453053087,0.694753451,0.404644722,-0.577976852,-0.737443021,-0.706192074,-0.405663127,0.567728198,-0.486922374,-0.241843582,-0.654853215,-0.010095519,-1.010010755,-0.178834435,-0.830887741,0.243515147,0.292103429,-0.488470698,-0.648932975,0.716541328,0.31048454,0.721765619,0.689091674,0.163299463,-0.071184924,0.650471991,-1.034390714,-0.715671265,0.260215345,0.211435994,-0.230411348,0.083423363,-0.74088664,-0.709361204,0.816167956,-0.700753808,0.42539826,0.986701017,1.834818423,0.856958579,-0.267134398,-0.178834435,0.986701017,-0.709361204,-0.700753808,0.689091674,0.169130566,0.567728198,-0.649779338,-0.096540583,-0.839009268
Arlington,Texas,TX,Tarrant County,-0.812966293,0.060130941,0.572567013,1.462952152,0.171089259,-0.019887764,-0.259778935,0.259778935,0.287594604,-0.344698663,0.344904242,-0.132290761,-0.256489784,0.086146591,-0.759184119,-0.227401261,-0.052020111,-0.664510209,-0.224597116,-0.721465884,0.647398172,0.205662729,0.453053087,0.694753451,0.404644722,-0.577976852,-0.737443021,-0.706192074,-0.405663127,0.567728198,-0.486922374,-0.241843582,-0.654853215,-0.010095519,-1.010010755,-0.178834435,-0.830887741,0.243515147,0.292103429,-0.488470698,-0.648932975,0.716541328,0.31048454,0.721765619,0.689091674,0.163299463,-0.071184924,0.650471991,-1.034390714,-0.715671265,0.260215345,0.211435994,-0.230411348,0.083423363,-0.74088664,-0.709361204,0.816167956,-0.700753808,0.317641808,0.986701017,0.572567013,0.856958579,-0.267134398,-0.178834435,0.986701017,-0.709361204,-0.700753808,0.689091674,0.169130566,0.567728198,-0.649779338,-0.096540583,-0.839009268
Mansfield,Texas,TX,Tarrant County,-0.837620149,0.060361119,-0.234204142,1.462952152,0.171089259,-0.521416888,-0.259778935,0.259778935,0.287594604,-0.344698663,0.344904242,-0.132290761,-0.256489784,0.086146591,-0.759184119,-0.227401261,-0.052020111,-0.664510209,-0.224597116,-0.721465884,0.647398172,0.205662729,0.453053087,0.694753451,0.404644722,-0.577976852,-0.737443021,-0.706192074,-0.405663127,0.567728198,-0.486922374,-0.241843582,-0.654853215,-0.010095519,-1.010010755,-0.178834435,-0.830887741,0.243515147,0.292103429,-0.488470698,-0.648932975,0.716541328,0.31048454,0.721765619,0.689091674,0.163299463,-0.071184924,0.650471991,-1.034390714,-0.715671265,0.260215345,0.211435994,-0.230411348,0.083423363,-0.74088664,-0.709361204,0.816167956,-0.700753808,-1.126934273,0.986701017,-0.234204142,0.856958579,-0.267134398,-0.178834435,0.986701017,-0.709361204,-0.700753808,0.689091674,0.169130566,0.567728198,-0.649779338,-0.096540583,-0.839009268
North Richland Hills,Texas,TX,Tarrant County,-0.782676732,0.054642082,-0.238526726,1.462952152,0.171089259,-0.080427374,-0.259778935,0.259778935,0.287594604,-0.344698663,0.344904242,-0.132290761,-0.256489784,0.086146591,-0.759184119,-0.227401261,-0.052020111,-0.664510209,-0.224597116,-0.721465884,0.647398172,0.205662729,0.453053087,0.694753451,0.404644722,-0.577976852,-0.737443021,-0.706192074,-0.405663127,0.567728198,-0.486922374,-0.241843582,-0.654853215,-0.010095519,-1.010010755,-0.178834435,-0.830887741,0.243515147,0.292103429,-0.488470698,-0.648932975,0.716541328,0.31048454,0.721765619,0.689091674,0.163299463,-0.071184924,0.650471991,-1.034390714,-0.715671265,0.260215345,0.211435994,-0.230411348,0.083423363,-0.74088664,-0.709361204,0.816167956,-0.700753808,-0.560332095,0.986701017,-0.238526726,0.856958579,-0.267134398,-0.178834435,0.986701017,-0.709361204,-0.700753808,0.689091674,0.169130566,0.567728198,-0.649779338,-0.096540583,-0.839009268
